评论内容,评价
"到手冰冻,清爽紧实,鲜甜滑爽,干净卫生",好评
"变质变色发臭,肉质松散",差评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,干净卫生",好评
"到手冰冻,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"到手冰冻,肥美鲜嫩,鲜甜滑爽",好评
"到手冰冻,鲜甜滑爽,干净卫生",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
这次的品相真不错,好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
肉质松散,差评
"到手冰冻,肥美鲜嫩,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
不错,好评
"到手冰冻,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"到手冰冻,肥美鲜嫩,鲜甜滑爽",好评
品质好，日期新鲜，回购款，做活动满200减20非常划算,好评
"到手冰冻,肥美鲜嫩,干净卫生",好评
5袋干冰，不错，皮煎下也能吃,好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
按时保质送达，价廉物美，吃完继续。,好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"肥美鲜嫩,清爽紧实,干净卫生",好评
"肥美鲜嫩,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩",好评
非常好，忘了确认了，不好意思哈。,好评
"到手冰冻,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
很好的,好评
"到手冰冻,肥美鲜嫩,鲜甜滑爽,干净卫生",好评
"到手冰冻,清爽紧实,鲜甜滑爽",好评
"肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,鲜甜滑爽,干净卫生",好评
"到手冰冻,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
这次看起来明显比上次那个的质量差好多，太差劲啦，糊弄，怀疑是……我呸,差评
还没吃，看着不错，到手也没化,好评
"到手冰冻,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"清爽紧实,鲜甜滑爽,干净卫生",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"到手冰冻,肥美鲜嫩,干净卫生",好评
"肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
包装很单位，鱼很新鲜，快递很快，满意,好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩",好评
"到手冰冻,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,鲜甜滑爽,干净卫生",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"到手冰冻,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"到手冰冻,鲜甜滑爽,干净卫生",好评
"到手冰冻,鲜甜滑爽,干净卫生",好评
"到手冰冻,鲜甜滑爽,干净卫生",好评
不够紧实,好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
到手冰冻,好评
"到手冰冻,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽,干净卫生",好评
"肥美鲜嫩,鲜甜滑爽,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实",好评
"到手冰冻,肥美鲜嫩,清爽紧实,干净卫生",好评
"到手冰冻,肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
"肥美鲜嫩,清爽紧实,鲜甜滑爽",好评
应该不是三文鱼，属于红鲷鱼的一种，口感偏硬，和盒马会员店和生鲜都有差距。,差评
买了四个，每一个都特别多蟹黄，蟹壳都要顶开了。现在这个时间段，蟹黄开始变硬，半硬半软，口感和口味都非常好。,好评
这是一道令人垂涎欲滴的大闸蟹！清蒸是最佳选择！现在这个季节都是满黄满膏，真好吃，下次有机会再买！,好评
"好吃 美味 肉质紧实 蟹黄饱满
店员帮忙挑的 蟹黄很多 螃蟹很新鲜很有活力
客服说暂时不吃放冰箱用湿抹布盖住冷藏 温度不要太低 
水开后中小火上锅蒸十五分钟即可 搭配盒马蟹醋吃太香了 
这个季节抓住吃螃蟹的机会 
太喜欢了会一直回购哒",好评
母蟹都挺大的，比2.8两的划算很多，蟹黄饱满，味道鲜甜，吃了两只还想吃！,好评
到的时候还是活的（眼睛会动），蒸15分钟左右，蟹黄满满（有图有真相），用厨房电子秤称重了，基本也在标准范围，有两个可能110g左右，略低于标准的下限115g，其他问题不大，冲这个鲜活度和蟹黄量，可以好评,好评
非常满意，黄多肉厚，香甜可口，值得一吃，满满都是黄，很好吃,好评
还不错。味道很鲜。很生猛，收到还是活的。可以冲！,好评
其实买这些生鲜食品最好就附近商超或市场最好，没必要网购，买生鲜盒马最好了，还给加工，大闸蟹都给蒸好了，商品已经标注不是实黄略苦，但还好我买的几个大多数几个有黄也不苦。,好评
比以前更满膏满黄了,好评
大只大只，尝尝鲜,好评
生猛鲜活，个头虽小，膏多且特别香,好评
肥美鲜甜，蒸煮12分钟，超级方便,好评
下单不到一个小时就送到了，四个当中死了一个，不过后来又补送了一只。螃蟹还不错。,好评
都是活的，个头也很大，👍,好评
性价比高！！！！,好评
"个头大,鲜美可口,配送及时",好评
"蟹黄满满,个头大,鲜美可口,配送及时",好评
十分鲜活,好评
"个头小,肉质松散,蟹黄/蟹肉少",差评
"蟹黄满满,个头大,配送及时",好评
"十分鲜活,蟹黄满满,配送及时",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"肉质鲜美,大小均匀,包装完好",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,配送及时",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"非常新鲜,日期新鲜,肉质鲜美,经常回购",好评
活水产死亡,差评
"十分鲜活,蟹黄满满,个头大",好评
"十分鲜活,蟹黄满满,个头大",好评
"十分鲜活,蟹黄满满,个头大,配送及时",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"非常新鲜,肉质鲜美",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"日期新鲜,肉质鲜美,鲜甜Q弹,分量足称",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"肉质松散,蟹黄/蟹肉少",差评
"非常新鲜,肉质鲜美,配送及时",好评
"蟹黄满满,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,配送及时",好评
"十分鲜活,蟹黄满满,鲜美可口,配送及时",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"肉质松散,蟹黄/蟹肉少",差评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,个头大,配送及时",好评
"蟹黄满满,个头大,鲜美可口,配送及时",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
肉质松散,差评
"蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,个头大,鲜美可口,配送及时",好评
"十分鲜活,蟹黄满满,个头大",好评
"十分鲜活,蟹黄满满,个头大",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"蟹黄满满,个头大,配送及时",好评
"十分鲜活,蟹黄满满,鲜美可口",好评
"个头小,蟹黄/蟹肉少",差评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"个头大,鲜美可口,配送及时",好评
"蟹黄满满,个头大,鲜美可口,配送及时",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,鲜美可口",好评
收货已死亡,差评
"十分鲜活,个头大,鲜美可口,配送及时",好评
"十分鲜活,个头大,鲜美可口,配送及时",好评
"十分鲜活,蟹黄满满,鲜美可口",好评
十分鲜活,好评
"十分鲜活,蟹黄满满",好评
"十分鲜活,蟹黄满满,个头大,鲜美可口",好评
"十分鲜活,蟹黄满满,个头大,配送及时",好评
"十分鲜活,蟹黄满满,个头大,配送及时",好评
十分鲜活,好评
"个头小,肉质松散,蟹黄/蟹肉少",差评
"十分鲜活,鲜美可口",好评
"个头小,蟹黄/蟹肉少",差评
收货已死亡,差评
"蟹黄/蟹肉少,分量（克重）不足,肉质松散",差评
分量（克重）不足,差评
"个头小,肉质松散,蟹黄/蟹肉少",差评
活水产死亡,差评
"肉质松散,蟹黄/蟹肉少",差评
肉质松散,差评
"肉质松散,蟹黄/蟹肉少",差评
蟹不怎么香,好评
"有一只里面黑的，雖不臭沒死，但就不想吃了
四隻只有一隻真正算有膏",差评
无蟹黄，稀黑膏状物发苦，肉质松散带水，整个蟹空空的没啥肉，太差了,差评
一句话，不好吃,差评
水蟹，蟹黄是苦的,差评
螃蟹有两个肉是空的,差评
今年第一次买盒马的大闸蟹，可惜蟹黄是苦的，蟹肉也不鲜，不好吃。,差评
感觉像死的一样，肉散，稀，想去找客服，但是这个蟹是我自己拿的，没有注意当时到底是死是活，4个就一只是好的,差评
蟹不新鲜，打开出来是黑的，臭的,差评
六只大闸蟹，2只是臭的,差评
这款膏反而没有小只满，但也还行,好评
有一只蟹最大的是死的,差评
螃蟹还没长肥，等10月下旬吧,好评
非常差，很瘦没肉，蟹黄一点点都是水状的。没买过这么差价的蟹首领，质量非常不好。还这么贵，一点都不值。,差评
螃蟹是在门店现蒸的，所以不存在拿到家死了或者不新鲜的情况，但是还是很苦，蟹黄很散,差评
特别失望，十月三号广州四海城店买的。当天回家烹饪。蒸了二十分钟，开壳后蟹黄比较少、稀软，最关键是它是苦的，几只无一列外！,差评
没有黄的，买了个教训，哈哈哈。,差评
基本都没有膏的，不建议买,差评
真的很垃圾，黄稀稀拉拉的，肉都空的,差评
没什么肉，黄也很少，太不值,差评
大闸蟹吃起来有点苦，不肥。,差评
大闸蟹不肥，也没有啥膏，不值这个价格！,差评
三只蟹 有一只不动 不知道是不是死了。,差评
太差劲了，,差评
有一只发黑发臭………,差评
买了三只，只有一只有膏，另外两只都是没有膏的,差评
黄发苦，肉也不多，价格也不便宜，性价比不高,差评
黄稀味苦，没到时候，还买 40 多一只，差差差差评,差评
太失望了，还特意买了最贵的，肉质棉，没有鲜味，膏是黑的！,差评
吃完一直串稀,差评
现蒸的熟大闸蟹不推荐，臭的,差评
買八隻有三隻蒸出來是臭的霉的，三隻是沒肉的就只有兩隻小一點的是正常的…,差评
个头看着不小，但四只里有三只肉比较空,差评
蟹黄少，而且非常苦,差评
买了8只蟹，死了3只，半死不活2只，其他的都很瘦扁扁的，煮了锅都臭了,差评
煮后肉发黑,差评
买了4个，3个是苦的，差评差评！一点都不结实,差评
苦的，变质了，还是绿色的，特别吓人。特别糟糕的的口味。担心会中毒。吃了很恶心,差评
这个螃蟹真的是一言难尽，怎么会这么瘦，没有黄也就算了，连肉都那么少，还不如去菜市场去买。,差评
螃蟹是死的，退货无人处理,差评
这个蟹太差了，送来4只1只是死蟹，剩下蒸熟后，蟹是苦的，肉质也差，有1个根本不能吃，品控真差,差评
买8个死了3个，5个里面只有一个是满黄的,差评
本以为相信盒马挑选，买了4只，只有一只活着，还有一只已经臭到摸一下都洗手半天还有味道。。下次要去现场买,差评
一点肉都没有，膏也没有，根本吃不了，软趴趴的，太差了,差评
死的蟹,差评
😮‍💨😮‍💨,差评
黑色的,差评
第一次在盒马上买生鲜，12支螃蟹，蒸熟后有6支是坏的螃蟹，都臭了。联系客服让退货？请问我怎么退货，蒸熟的臭螃蟹一直留着？,差评
买四死二，蟹黄松软，不香。去年买也这样，今年又买，真是健忘啦,差评
有一只死了，解开绳子都不会动了，申请售后还要我拿去门店退货，绝绝子,差评
软绵绵的，肉质很松散，几乎没有蟹膏，都是水还很苦，难吃的要命,差评
全是死蟹,差评
三只螃蟹，一只死的，还有臭味,差评
有死蟹,差评
买了2只，一只是死蟹。,差评
非常非常非常空！知道大闸蟹肥的时候是要十月份，但想着中秋节先应应景，特意选了盒马，想着能有些保障，结果到家蒸好非常失望，蟹子很空，肉也很散，黄也是苦的，谈不上任何鲜美……难道是这螃蟹在盒马没人买都饿瘦了？,差评
买了两只螃蟹，有一只坏的,差评
大闸蟹已不活，还有臭味,差评
四只死三只,差评
40多元一只的蟹也太小了……,好评
4只，只有一只是很好的，有一只特别水，膏的颜色很深，味道苦，另外两只也是空心的，味道微苦，对盒马的出品有点失望了，也不便宜,差评
一共下单8只，混了一只死的，死的有味道了,差评
"螃蟹发苦，螃蟹掉包
加工之后收到的螃蟹和我自己挑的螃蟹不一样
客服也没有说要反馈给我跟进结果 
图1是收到的螃蟹（黑白绳或者绿白，反正不是白绳）
图2是自己挑的螃蟹（白绳）",差评
太差了吧,差评
大闸蟹品质不好，四只有一只是死的，另外三只煮完后也不大好，肉质很松，膏有点苦，比较不好的一次体验,差评
有三四只可能已经死掉时间过长，蒸的过程中及蒸完后满屋子的臭味，昨天刚在其他地方买过大闸蟹，吃完后觉得还可以，今天在盒马买了十只，结果感觉完全不一样，崩溃。,差评
